normalized_term,source_count,source_secid,source_name,term,definition,source_anchor
certificate management,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,certificate management,"(I) The functions that a CA may perform during the lifecycle of a
digital certificate, including the following:
-  Acquire and verify data items to bind into the certificate.
-  Encode and sign the certificate.
-  Store the certificate in a directory or repository.
-  Renew, rekey, and update the certificate.
-  Revoke the certificate and issue a CRL.
(See: archive management, certificate management, key management,
security architecture, token management.)",rfc4949-section-4-certificate-management
certificate management,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate management,"Process whereby certificates (as defined above) are generated, stored, protected, transferred, loaded, used, and destroyed.",https://csrc.nist.gov/glossary/term/certificate_management
certificate management,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate management,"Process whereby certificates (as defined above) are generated, stored, protected, transferred, loaded, used, and destroyed. (In the context of this practice guide, it also includes inventory, monitoring, enrolling, installing, and revoking.)",https://csrc.nist.gov/glossary/term/certificate_management
certificate management,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate management,"Process whereby certificates (as defined above) are generated, stored, protected, transferred, loaded, used, and destroyed. (In the context of this practice guide, it also includes inventory, monitoring, enrolling, installing, and revoking).",https://csrc.nist.gov/glossary/term/certificate_management
certificate owner,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,certificate owner,"(D) Synonym for the ""subject"" of a digital certificate. (Compare:
certificate holder, certificate user.)

Deprecated Definition: IDOCs SHOULD NOT use this term as a synonym
for the subject of a digital certificate; the term is potentially
ambiguous. For example, the term could refer to a system entity,
such as a corporation, that has purchased a certificate to operate
equipment, such as a Web server.",rfc4949-section-4-certificate-owner
certificate owner,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Certificate owner,The human(s) responsible for the management of a given certificate.,https://csrc.nist.gov/glossary/term/certificate_owner
certificate owner,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Certificate owner,"The entity that is responsible for managing the certificate, including requesting, replacing, and revoking the certificate if and when required. The certificate owner is not necessarily the subject entity associated with the public key in the certificate (i.e., the key pair owner).",https://csrc.nist.gov/glossary/term/certificate_owner
certificate owner,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Certificate owner,"A human entity that is identified as the subject in a public key certificate or is a sponsor of a non-human entity (e.g., device, application or process) that is identified as the certificate subject.",https://csrc.nist.gov/glossary/term/certificate_owner
certificate revocation list (crl,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,certificate revocation list (CRL),"1. (I) A data structure that enumerates digital certificates that
have been invalidated by their issuer prior to when they were
scheduled to expire. (See: certificate expiration, delta CRL,
X.509 certificate revocation list.)

2. (O) ""A signed list indicating a set of certificates that are no
longer considered valid by the certificate issuer. In addition to
the generic term CRL, some specific CRL types are defined for CRLs
that cover particular scopes."" [X509]",rfc4949-section-4-certificate-revocation-list-crl
certificate revocation list (crl,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate revocation list (CRL),A list of revoked public key certificates&nbsp;created and digitally signed by a certification&nbsp;authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list
certificate revocation list (crl,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate revocation list (CRL),"These are digitally signed “blacklists” of revoked certificates. Certification authorities (CAs) periodically issue certificate revocation lists (CRLs), and users can retrieve them on demand via repositories.",https://csrc.nist.gov/glossary/term/certificate_revocation_list
certificate revocation list (crl,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate revocation list (CRL),1. A list of revoked public key certificates created and digitally signed by a Certificate Authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list
certificate revocation list (crl,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate revocation list (CRL),A list of revoked public key certificates created and digitally signed by a Certification Authority.,https://csrc.nist.gov/glossary/term/certificate_revocation_list
certificate revocation list (crl,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate revocation list (CRL),a list of revoked but unexpired certificates issued by a CA.,https://csrc.nist.gov/glossary/term/certificate_revocation_list
certificate revocation list (crl,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,certificate revocation list (CRL),A list maintained by a Certification Authority of the certificates which it has issued that are revoked prior to their stated expiration date.,https://csrc.nist.gov/glossary/term/certificate_revocation_list
