term,definition,sources,source_anchor
Policy information point (PIP),"Serves as the retrieval source of attributes, or the data required for policy evaluation to provide the information needed by the PDP to make the decisions.",https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-162.pdf,https://cloudsecurityalliance.org/cloud-security-glossary#policy-information-point-pip
Policy-Based Access Control (PBAC),"A strategy for managing user access to one or more systems, where the business roles of users is combined with policies to determine what access privileges users of each role should have. Theoretical privileges are compared to actual privileges, and differences are automatically applied. For example, a role may be defined for a manager. Specific types of accounts on the single sign-on server, Web server, and database management system may be attached to this role. Appropriate users are then attached to this role.",https://csrc.nist.gov/glossary/term/policy_based_access_control,https://cloudsecurityalliance.org/cloud-security-glossary#policy-based-access-control-pbac
Politically Exposed Person,"Someone who, through their prominent position or influence, is more susceptible to being involved in bribery or corruption.",Top Threats to Cloud Computing: Egregious Eleven Deep Dive : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#politically-exposed-person
Port,"Another essential asset through which security can be breached. In computer science, ports are of two types - physical ports (which is a physical docking point where other devices connect) and logical ports (which is a well-programmed docking point through which data flows over the internet). Security and its consequences lie in a logical port.",https://www.w3schools.in/cyber-security/ports-and-its-security/,https://cloudsecurityalliance.org/cloud-security-glossary#port
Port Address Translations (PAT),Port Address Translation (PAT) is a feature of a network device that translates communications made between hosts on a private network and hosts on a public network.,http://web.cse.ohio-state.edu/~athreya.14/cse3461-5461/Cse3461.NAT-PAT.pdf,https://cloudsecurityalliance.org/cloud-security-glossary#port-address-translations-pat
Port Knocking,Port-knocking is the concept of hiding remote services behind a firewall which allows access to the services’ listening ports only after the client has successfully authenticated to the firewall.,https://ieeexplore.ieee.org/document/7600145,https://cloudsecurityalliance.org/cloud-security-glossary#port-knocking
Portable Devices,Devices that are not easily movable and are designed to be used from only one location.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#portable-devices
Portfolio Management,"This container is focused on planning, tracking, prioritizing current and future projects and programs for the enterprise.",Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#portfolio-management
Post-quantum cryptography,"This refers to the set of cryptographic schemes which will remain secure even in a world where quantum computers exist. This includes quantum cryptosystems such as Quantum-Key Distribution (QKD); algorithmic-based cryptosystems such as lattice-based, code-based, multivariate-based, hashbased and isogeny-based cryptosystems; and symmetric key cryptographic systems such as AES. Terminology related to post-quantum cryptography appeared in academic literature soon after P.W Shor’s quantum polynomialtime algorithm for solving integer factorizations and discrete logarithm was introduced. Note that there remains some ambiguity around this term, with some organizations not including QKD.",Quantum Safe Security Glossary : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#post-quantum-cryptography
Power Redundancy,Providing multiple sources of electrical power to assure continuous operation in spite of loss of external utility power.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#power-redundancy
Presentation Modality,"The Presentation Modality Services focus on the security concerns that differ based on user and service type. The two major types are Consumer Service Platforms like Social Media, Collaboration, Search, Email and e-Readers, and Enterprise Service Platforms like Business-to-Consumer (B2C), Business-to-Employee(B2E), Business-to-Business (B2B), etc.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#presentation-modality
